"";"Author";"Comment";"Time";"NumberOfVotes";"Rate.Positive";"Rate.Negative";"Author.Parent";"NumberOfResponses";"LinkToResponses"
"373";"~USA";"GRODZKI GO WYRECZYL";"14†sty†14†15:27";"Liczba g≥osÛw:2";"100%";"0%";"~skorpion:";"100%";"#mark"
"374";"~Amira";"Miller przechodzπc do Samoobrony skompromitowa≥ siÍ ostatecznie";"14†sty†14†15:27";"Liczba g≥osÛw:1";"100%";"0%";"~USA:";"100%";"#mark"
"375";"~USA";"GWARANTUJE CI ZE BEDZIE NA 100%";"14†sty†14†15:27";"Liczba g≥osÛw:1";"100%";"0%";"~mama:";"100%";"#mark"
"376";"~Modliszka";"Ty siÍ martw aby sπsiad z naprzeciwka nie puka≥ twojej starej";"14†sty†14†15:26";"Liczba g≥osÛw:3";"66%";"33%";"~skorpion:";"66%";"#mark"
"377";"~Amira";"Moøna ojcem zostaÊ w wieku lat 75 pod warunkiem ze siÍ jest zdrowym i sie nie jest alkoholikiem";"14†sty†14†15:25";"Liczba g≥osÛw:2";"100%";"0%";"~50tka:";"100%";"#mark"
"378";"~USA :";"KALISZ ...... RZYGAC SIE CHE JAK CI WIDZE Z DZIECKIEM SPUCHLENIE PRZED CHOINKA W SWIETA.";"14†sty†14†15:24";"Liczba g≥osÛw:3";"33%";"66%";NA;"66%";"#mark"
"379";"~Amira";"Winszujemy potomka i pokaza≥ wszystkim ojcom w Polsce tym co nie dbajπ o dzieci jak naleøy dbaÊ o kobietÍ i dziecko .";"14†sty†14†15:24";"Liczba g≥osÛw:1";"0%";"100%";"~st:";"100%";"#mark"
"380";"~??? :";"kalisz to wredniak";"14†sty†14†15:21";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"381";"~Rysiek to Ty nie jesteú kobietπ :";"Rysiek to Ty nie jesteú kobietπ !!!!!!!";"14†sty†14†15:08";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"382";"~st :";"Faktycznie, ma≥y Ignaú bardzo podobny do taty. Gratulacje i brawo za odwagÍ.";"14†sty†14†14:51";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"383";"~babcia :";"mysle ze to nie jad kieruje nami sama mam obawy czy starsi rodzice podolaja obowiazka i czy beda zdrowi aby miec sile dla mlodych A stwierdzenie ze moze tak byc ze nie dpogadaja sie to jest konflikt pokolen U babci zostawia sie na troche dziecko a wychowac musza rodzice";"14†sty†14†14:50";"Liczba g≥osÛw:2";"0%";"100%";NA;"100%";"#mark"
"384";"~Waycha";"Nie rozumiem, obrzezany jesteú øe uøywasz zwrotu ""polaczkÛw""?";"14†sty†14†14:40";"Liczba g≥osÛw:4";"100%";"0%";"~hi,hi:";"100%";"#mark"
"385";"~sπdeczanka";"Co ""dobry kosmetyk i spa ""ma do rodzenia dzieci??";"14†sty†14†14:38";"Liczba g≥osÛw:2";"100%";"0%";"~fred flintstone:";"100%";"#mark"
"386";"~úmieszna jesteú";"Twierdzisz, øe 40-latkowie juø sπ na emeryturze czy co?";"14†sty†14†14:29";"Liczba g≥osÛw:5";"60%";"40%";"~pola:";"60%";"#mark"
"387";"~50tka";"W tym przypadku tak.";"14†sty†14†14:12";"Liczba g≥osÛw:4";"25%";"75%";"~iza:";"75%";"#mark"
"388";"~Sowa";"Bardzo jesteú radykalna w swoich sπdach, ale niestety nie ca≥kiem obiektywna. W øyciu bywa rÛønie. ObserwujÍ m≥ode ma≥øeÒstwo mojej cÛrki i mam nieco inne wnioski . Oboje z mÍøem pracujÛ od rana do 18.00 czy 19.00 , dziecko ca≥y dzieÒ jest w przedszkolu , a wieczorem u drugiej , na szczÍúcie niepracujπcej babci . Rodzice po pracy zabierajπ ma≥π do domu gdzie zjada z nimi kolacje i idzie spaÊ. A w sobotÍ i niedziele m≥odzi najczÍúciej majπ tyle prac zaleg≥ych i innych obowiπzkÛw øe dziecko siedzi u mnie. Oczywiúcie m≥odzi za duøo pracujπ , ale kupili mieszkanie , muszπ sp≥acaÊ kredyt , a specyfika ich pracy nie pozwala na ""wolne"" . Nie wiem czy nie lepiej by≥oby dla wszystkich gdyby na dziecko zdecydowalo siÍ za dziesiÍÊ czy piÍtnaúcie lat....";"14†sty†14†14:11";"Liczba g≥osÛw:12";"50%";"50%";"~tokilaP:";"50%";"#mark"
"389";"~Tatuú :";"moda idzie z gÛry a potem rzπd kwiczy øe niø i trza rodziÊ wiÍcej dzieci, tylko nie u≥atwi tego i coú tam rzuci jakieú och≥apy przy 3 potomkÛw a koszt zapewnienia w miarÍ godnego øycia rodzinie przewyøsza dobroÊ rzπdu... absurd i øal!!!";"14†sty†14†14:04";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"390";"~Ola :";"Niestety,ale zgadzam sie z Fedem Flintstone -masz racje";"14†sty†14†13:58";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"391";"~zonk :";"rzadko sie s≥yszy,by dojrza≥a matka katowa≥a swoje dziecko..natomiast co chwilÍ czytamy lub oglπdamy o tych co sa w super wieku do rodzenia,ktore bija,dusza torturuja na wszelkie chore sposoby swoje dzieci.wiec chyba nie do konca jest ok poniewieranie kobietami,ktore zosta≥y matkami po 40?na ogo≥ ich dzieci sa wyczekiwane i kochanea co najwazniejsze chronione...a nie tak jak to co czytamy chociazby dzisiaj...z bytomia";"14†sty†14†13:56";"Liczba g≥osÛw:15";"93%";"6%";NA;"93%";"#mark"
"392";"~mama :";"Oby tylko nie bylo tak WSTRETNE jak tatus";"14†sty†14†13:54";"Liczba g≥osÛw:3";"33%";"66%";NA;"66%";"#mark"
"393";"~iza";"jakos ci nie wierzÍ";"14†sty†14†13:51";"Liczba g≥osÛw:5";"80%";"20%";"~m≥oda mama:";"80%";"#mark"
"394";"~iza";"a ty jasnowidz co?za taka kase jaka ma kalisz,to go bedzie staÊ na najlepsze opiekunki.";"14†sty†14†13:50";"Liczba g≥osÛw:1";"100%";"0%";"~tokilaP:";"100%";"#mark"
"395";"~wkurzona :";"No tak bo celebryci to mogπ a jak ja- zwyk≥π kobieta zasz≥am w pierwszπ ciπøÍ majπc 36 lat to s≥ysza≥am od dupid≥ubkÛw øe w tym wieku to siÍ nie zachodzi w ciπøÍ";"14†sty†14†13:50";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"396";"~iza";"ale z ciebie pod≥e babsko";"14†sty†14†13:49";"Liczba g≥osÛw:2";"50%";"50%";"~lusia:";"50%";"#mark"
"397";"~iza";"i to jest twoim zdaniem wina pÛønego macierzyÒstwa?";"14†sty†14†13:47";"Liczba g≥osÛw:3";"100%";"0%";"~50tka:";"100%";"#mark"
"398";"~skorpion :";"Jak Kalisz dokona≥ takiego cudu??? a moøe dziÍki pomocy sasiedzkiej ??????....";"14†sty†14†13:47";"Liczba g≥osÛw:3";"33%";"66%";NA;"66%";"#mark"
"399";"~zonk";"a ile razy jest tak,øe matka ma kiepsko 36 a wyglπda jak w≥asna babka???";"14†sty†14†13:44";"Liczba g≥osÛw:0";"0%";"0%";"~wera:";NA;NA
"400";"~kot";"to moze lepiej zmien zawod";"14†sty†14†13:43";"Liczba g≥osÛw:7";"100%";"0%";"~ja:";"100%";"#mark"
"401";"~MANIEK";"TY NIE JESTES ZAGONIONA, ALE ZNAKOMITA WI KSZOåC STARYCH RODZIC”W NA SWOJE LATA WYGL•DA.";"14†sty†14†13:43";"Liczba g≥osÛw:0";"0%";"0%";"~zygzag:";NA;NA
"402";"~USA :";"BRAWO MILLER...............JEDNEJ FRANCY MASZ MNIEJ W SLD.";"14†sty†14†13:40";"Liczba g≥osÛw:4";"50%";"50%";NA;"50%";"#mark"
"403";"~mm :";",,Plucie czy nie plucie""jak to okreslaja nie ktorzy nie zmieni tego ze na wszystko jest czas i okreslona pora i tego nie zmieni moda czy czyjes pomysly.";"14†sty†14†13:39";"Liczba g≥osÛw:4";"25%";"75%";NA;"75%";"#mark"
"404";"~iza";"czyli,øe mia≥as jakieú 38 lat jak mama odesz≥a....ja mia≥am 15,chociaz mama urodzi≥π mnie gdy mia≥a 21.jak widzisz,to,øe sie wczesnie urodzi≥o dziecko,nie gwarantuje,øe bedzie sie matka do poznej starosci";"14†sty†14†13:39";"Liczba g≥osÛw:4";"75%";"25%";"~stenka:";"75%";"#mark"
"405";"~. :";"Podobno BiedroÒ by≥ w Kaliszu 9 miesiÍcy wczeúniej.";"14†sty†14†13:38";"Liczba g≥osÛw:6";"50%";"50%";NA;"50%";"#mark"
"406";"~zygzag";"tak sie sk≥ada,øe nie czuje sie g≥upio..a poniewaø nie jestem zagoniona jak wiekszoúc mam ktore tyraja,by zarobic na rodzine wyglπdam ca≥kiem niezle .cos za coú";"14†sty†14†13:37";"Liczba g≥osÛw:2";"100%";"0%";"~MANIEK:";"100%";"#mark"
"407";"~zegar :";"Jestem dzieckiem wychowanym przez m≥odych rodzicÛw i wiem øe najwaøniejsza jest mi≥oúÊ rodzicÛw do siebie, wtedy dziecko w takiej atmosferze mi≥oúci,pokoju jest szczÍúliwe i nie ma znaczenia wcale wiek w m≥odym wieku pope≥nia siÍ wiÍcej b≥ÍdÛw, jest siÍ bardziej zapracowanym starsi rodzice majπ wiÍcej mπdroúci,czasu,cierpliwoúci ale si≥ trochÍ mniej chcia≥oby siÍ byÊ m≥odym dojrza≥ym rodzicem z ustabilizowanπ sytuacjπ finansowπ,czasem wolnym ale jest to trudne do osiπgniÍcia. Niech w tej kwestii decyzjÍ podejmujπ m≥odzi bo to oni bÍdπ odpowiadaÊ za siebie i swojπ rodzinÍ,pieniπdze teø nie mogπ przes≥oniÊ mi≥oúci wtedy jest üle.";"14†sty†14†13:35";"Liczba g≥osÛw:7";"28%";"71%";NA;"71%";"#mark"
"408";"~USA";"GRODZKIEGO";"14†sty†14†13:34";"Liczba g≥osÛw:1";"100%";"0%";"~dry:";"100%";"#mark"
"409";"~USA";"PILNUJ TYLKO GRODZKIEGO PRZED TWOJA ZONA, BO RYSIU JUZ NIE MA CZYM ZROBIC DZIECKA.";"14†sty†14†13:31";"Liczba g≥osÛw:2";"50%";"50%";"~krzysiek:";"50%";"#mark"
"410";"~walerian1958 :";"Gratulacje dla wszystkich! Starsi rodzice sπ zdecydowanie bardziej opiekuÒczy, wszak doúwiadczenie øyciowe majπ spore.http://domorosly-filozof.bloog.pl";"14†sty†14†13:26";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"411";"~pola";"DziÍkujÍ kochana! Takie osoby jak Ty przywracajπ mi wiarÍ w ludzi :)";"14†sty†14†13:25";"Liczba g≥osÛw:3";"66%";"33%";"~Kama:";"66%";"#mark"
"412";"~Koba :";"Hm, dziecko znam, ale kto to ten pan ""tÍøszy"" w okularach?????";"14†sty†14†13:25";"Liczba g≥osÛw:2";"100%";"0%";NA;"100%";"#mark"
"413";"~Anka :";"Ich wybÛr ale szkoda,ze nie pomyúlπ o tym,øe nie øyje siÍ wiecznie i co potem...tak szybko osierocπ swoje dzieci...mogÍ zrozumieÊ osoby,ktÛre d≥ugo walczy≥y z niep≥odnoúciπ,kobiety nie mog≥y zajúÊ w ciπøe i po 40 sta≥o siÍ,to jeszcze mogÍ zrozumieÊ ale takie widzimisiÍ bo chcÍ w tym wieku...no jak dla mnie to nie przemyúlana decyzja,dziecko to nie zabawka i co kiedy odejdπ rodzice czy zastanowili siÍ co taka nastolatka,czy osoba pe≥noletnia choc wciπø bardzo m≥oda bÍdzie odczuwa≥a,jakπ pustkÍ,jaki stres...";"14†sty†14†13:24";"Liczba g≥osÛw:41";"36%";"63%";NA;"63%";"#mark"
"414";"~USA :";"KALISZ......JAK DLUGO SZUKALES ""DZIURKKI"" AZ WRESZCIE TRAFILES I ZASZLA ?";"14†sty†14†13:23";"Liczba g≥osÛw:3";"66%";"33%";NA;"66%";"#mark"
"415";"~jam :";"Ojcem zostaÊ pÛøno to nic wielkiego, ale rodziÊ tak pÛøno to duøe ryzyko.GratulujÍ panu kaliszowi , yylko dlaczego nic o mamie Ignasia.";"14†sty†14†13:23";"Liczba g≥osÛw:3";"33%";"66%";NA;"66%";"#mark"
"416";"~o";"WiÍkszoúÊ Polek w tym wieku ma juø doros≥e dzieci i nie ma ochoty wracaÊ w czasy pieluch. Polki wcale nie wyglπdajπ starzej na tle paÒ z innych nacji. Sama mam 43 lata i nikt nie daje mi wiÍcej niø 37. Nie jestem osobπ zamoønπ i nie mam dostÍpu do kosmetykÛw i zabiegÛw najnowszej generacji. Uøywam kremu za kilkanaúcie z≥otych, staram siÍ wysypiaÊ, kaødego dnia bez wzglÍdu na pogodÍ godzinny spacer i kilkanaúcie minut ÊwiczeÒ na taliÍ, poúladki i nogi. Po 10-15 lat starzej w stosunku do swojego wieku to wyglπdajπ juø w dzisiejszych czasach tylko kobiety z marginesu spo≥ecznego, naduøywajπce alkoholu, palπce jak smoki i Êpajπce. Moi znajomi zdecydowali siÍ w zesz≥ym roku na dziecko. Ona 42-lata, rodzi≥a po raz pierwszy, on 54-lata, wdowiec , ojciec dwÛch doros≥ych cÛrek. Spe≥niony zawodowo, zamoøny, kondycyjnie przewyøszajπcy wiÍkszoúÊ 30-latkÛw. Najm≥odsza pociecha jest jego oczkiem w g≥owie. Kiedy rodzi≥y siÍ i dorasta≥y starsze cÛrki to on by≥ poch≥oniÍty pracπ, zarabianiem na rodzinÍ, rozkrÍcaniem firmy. Kiedy owdowia≥ to ze wzglÍdu na obowiπzki zawodowe powierzy≥ wychowanie dzieci teúciowej. Obecnie jest ojcem na ca≥y etat. MÛj 75-letni tato jest úwietnym kompanem dla 11-letniej wnuczki i 13-letniego wnuczka. Jeødøπ razem na rowerach, chodzπ na mecze i do kina. Ma mnÛstwo wigoru. Tylko oni majπ juø dla niego coraz mniej czasu bo sπ juø przecieø"" tacy doroúli"" i spÍdzaÊ czas z dziadkiem zamiast z rÛwieúnikami to dla nich jest juø coraz mniej atrakcyjna rozrywka.";"14†sty†14†13:20";"Liczba g≥osÛw:71";"80%";"19%";"~fred flintstone:";"80%";"#mark"
"417";"~jas :";"Tu jest pomieszania pojec. Co innego pierwsze dziecko dla mÍøczyzny po 40 czy 50 a zupe≥nie co innego u kobiety";"14†sty†14†13:19";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"418";"~Deer Hunter :";"Nie wiedzialem, ze Belucci urodzila Ignacego Kaliszowi...to wszystko pewnie przez picie Perlage...";"14†sty†14†13:16";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"419";"~siarenka :";"a gdzie to jest napisane, øe tylko m≥odzi ludzie powinni mieÊ dzieci?? Dla mnie to nie jest nic dziwnego, øe kobieta w wieku 41 lat rodzi pierwsze dziecko - widocznie teraz czuje siÍ na to gotowa. NiektÛrzy sobie tego nie wyobraøajπ mieÊ ma≥e dzieci na staroúÊ bo siÍ juø nie ma tyle si≥y i chÍci do zabawy z dzieÊmi co kiedyú. Natomiast ja uwaøam inaczej. Moøe siÍ i nie ma si≥y, ale za to siÍ ma wiÍcej cierpliwoúci i zrozumienia. Niejednokrotnie dojrza≥e kobiety czujπ siÍ duøo m≥odziej majπc maluszka w domu. Sama nie mam jeszcze dzieci, choc mam juz 31 lat. Nie wyobraøam sobie mieÊ dziecko w wieku dajmy na to lat 20-tu. Wtedy øy≥am imprezami i spa≥am do po≥udnia w weekendy, koÒczy≥am studia i cieszy≥am siÍ swoja m≥odoúciπ. Dziú jestem gotowa zostaÊ matkπ - choÊ moøe to dla niektÛrych zbyt pÛüno...";"14†sty†14†13:13";"Liczba g≥osÛw:145";"88%";"11%";NA;"88%";"#mark"
"420";"~(: :";"Kalisz nie wyglada na dziadka poki co . Zdrowia i szczescia z ojcostwa i udanego zwiazku!";"14†sty†14†13:12";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"421";"~dry :";"ciekawe czy listonosza dziecko czy kumpla?";"14†sty†14†13:12";"Liczba g≥osÛw:4";"50%";"50%";NA;"50%";"#mark"
"422";"~Kama";"Zawisc i zazdrosc to nasze niechlubne cechy narodowe niestety. Tez mnie skreca czytajac coniektore wypociny ""zyczliwych"". Chyle czola Pola ze Twe slowa. Pozdrawiam :)";"14†sty†14†13:08";"Liczba g≥osÛw:5";"60%";"40%";"~pola:";"60%";"#mark"
"423";"~m :";"po 40tce czyli tuø przed 60tkπ hahaha";"14†sty†14†13:08";"Liczba g≥osÛw:3";"66%";"33%";NA;"66%";"#mark"
"424";"~Kinga :";"Czytam komentarze ludzi i siÍ zastanawiam...jeøeli tak bardzo draøni was ciπøa po 40-stce to po co to czytacie:) mogπ mieÊ dzieci, majπ na to pieniπdze, warunki itd to je majπ. To, øe ktoú ma 40 lat to nie znaczy, øe bÍdzie z≥a matkπ czy ojcem bo jest za stary tak samo odwrotnie m≥ody nie zawsze bÍdzie dobry...ludzie sπ rÛøni dziecko w m≥odym wieku to teø nie tragedia ani koniec úwiata...nie waøny wiek, waøne øeby by≥o chciane i kochane. Nikt z nas nie jest idealny....";"14†sty†14†13:07";"Liczba g≥osÛw:94";"92%";"7%";NA;"92%";"#mark"
"425";"~ola :";"dzieci starszych rodzicÛw majπ wiÍcej !!!!!!! bo mama-babcia w jednym...";"14†sty†14†13:06";"Liczba g≥osÛw:6";"33%";"66%";NA;"66%";"#mark"
"426";"~jonek";"ale bzdury - zmieÒ okulary to zobaczysz efekty pracy poprawiaczy urody u zachodnich babek z kasπ";"14†sty†14†13:00";"Liczba g≥osÛw:0";"0%";"0%";"~fred flintstone:";NA;NA
"427";"~popieram";"100/100";"14†sty†14†12:56";"Liczba g≥osÛw:4";"25%";"75%";"~Donald:";"75%";"#mark"
"428";"~ja";"Jako nauczycielka mam do czynienia z takimi rodzicami i czasem nie wiem czy to mama, czy babcia.";"14†sty†14†12:54";"Liczba g≥osÛw:7";"14%";"85%";"~tyle fakty:";"85%";"#mark"
"429";"~ww :";"A ile lat mia≥ K≥opotek ???";"14†sty†14†12:53";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"430";"~abs :";"Czekamy na ma≥ego muzu≥amanina Tajnerka.";"14†sty†14†12:53";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"431";"~veronigue :";"Zastanawiam siÍ jak Pan Kalisz zrobi≥ to dziecko- przecieø ma bardzo duøy brzuch a i wiek po-produkcyjy.!";"14†sty†14†12:52";"Liczba g≥osÛw:4";"50%";"50%";NA;"50%";"#mark"
"432";"~tak to jest";"Ale w dzisiejszych czasach nikt o tym nie myúli. Kaødy wierzy, øe bÍdzie øy≥ wiecznie i nie osieroci dzieci, bo przecieø jego zachcianki sπ najwaøniejsze!!!!";"14†sty†14†12:51";"Liczba g≥osÛw:6";"33%";"66%";"~stenka:";"66%";"#mark"
"433";"~ola :";"Dziecko to skarb i wielki dar!!!! Co to za rÛønica ile lat majπ rodzice!!!!! Albo za wczeúnie albo za pÛüno!!!co to kogo obchodzi?!!!!kaødy ma swÛj czas i na dziecko i na pracÍ i na mi≥oúÊ!!!!!!";"14†sty†14†12:49";"Liczba g≥osÛw:7";"71%";"28%";NA;"71%";"#mark"
"434";"~Krakus :";"Jak Pan Ryszard trafi≥ we w≥aúciwe miejsce swoim PISiorem?";"14†sty†14†12:49";"Liczba g≥osÛw:3";"100%";"0%";NA;"100%";"#mark"
"435";"~krzysiek :";"Cudowne. Zw≥aszcza Ci ktÛrzy juø przekroczyli 50. Kalisz SUPER GOå∆. Panowie i Panie ZDROWIA WAM ØyCZ  i POWODZENIA WSZYSTKIM WAM PODOBNYM. PS. Ja bym teø chcia≥ mam 50 lat ale siÍ bojÍ i wcale nie o siebie - CZAS jest nieub≥agany.";"14†sty†14†12:44";"Liczba g≥osÛw:2";"50%";"50%";NA;"50%";"#mark"
"436";"~kiki";"Wpadki siÍ zdarzajπ, ale to nie powÛd do dumy.";"14†sty†14†12:43";"Liczba g≥osÛw:10";"30%";"70%";"~Precious:";"70%";"#mark"
"437";"~Pol :";"Rysiu jakzes to zrobil normalnie,in wiadro,czy wzioles zacielone dziewcze?";"14†sty†14†12:43";"Liczba g≥osÛw:3";"33%";"66%";NA;"66%";"#mark"
"438";"~Mmm :";"Szkoda, øe dzieci nikt nie pyta o zdanie czy chcπ rodzicÛw, czy od razu dziadkÛw? Na zdjÍciach wszystko piÍknie wyglπda, a w øyciu? czy naprawdÍ ci ""dojrzali"" rodzice bÍdπ tak chÍtnie spe≥niÊ oczekiwania dziecka? Nie myúlÍ naturalnie o potrzebach typowo materialnych?";"14†sty†14†12:42";"Liczba g≥osÛw:7";"57%";"42%";NA;"57%";"#mark"
"439";"~MANIEK :";"TACY ""P”èNI"" RODZICE TROCH  G£UPIO B D• SIE CZU∆ NA WYWIAD”WKACH NIESTETY.";"14†sty†14†12:39";"Liczba g≥osÛw:11";"18%";"81%";NA;"81%";"#mark"
"440";"afera0 :";"Alon aniech przestanie, bo jejkiedys dziecko nie pozna. koszmar, co zrobi≥a";"14†sty†14†12:36";"Liczba g≥osÛw:1";"0%";"100%";NA;"100%";"#mark"
"441";"~LITOåCIWA :";"CHGW, ale coú tu nie gra. Nie wszystkie komentarze sπ umieszczane.";"14†sty†14†12:35";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"442";"~USA :";"JAK TY SIE NIE WSTYDZISZ WYZARTY BYSIU ROBIC ZDJECIE PRZED CHOINKA";"14†sty†14†12:35";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"443";"~hi,hi";"Mπdrze napisane, ale prawda polaczkÛw boli.";"14†sty†14†12:29";"Liczba g≥osÛw:3";"33%";"66%";"~Kinga:";"66%";"#mark"
"444";"~stenka :";"Ja jestem dzieckiem urodzonym po 42 roku øycia mojej mamy ,a tata 45 lat i nie pochwalam bo w m≥odym wieku zosta≥am sierotπ gdy moje rÛwieúniczki mia≥y jeszcze rodzicÛw i wsparcie od nich ja mog≥am liczyÊ na mÍøa , a moje dzieci w przedszkolu nie mia≥y babci i dziadka w dniu ich úwiÍta. Jeszcze wiele innych minusÛw mog≥a bym wyliczaÊ do dzisiaj zazdroszczÍ koleøankπ ,øe majπ jeszcze chociaø jednego rodzica ,bo ja juø dawno jestem sierotπ mimo iø mama øy≥a 80 lat.";"14†sty†14†12:29";"Liczba g≥osÛw:13";"30%";"69%";NA;"69%";"#mark"
"445";"~Rysia";"Robi≥ za niego!";"14†sty†14†12:28";"Liczba g≥osÛw:0";"0%";"0%";"~JA:";NA;NA
"446";"~grajdo≥";"Prawda. Po co w tym temacie, wtykaÊ swÛj nochal w cudze sprawy?";"14†sty†14†12:28";"Liczba g≥osÛw:5";"60%";"40%";"~pola:";"60%";"#mark"
"447";"~ach :";"zdjÍcie Belluci ~ co za zjawiskowa piÍknoúÊ..";"14†sty†14†12:27";"Liczba g≥osÛw:6";"83%";"16%";NA;"83%";"#mark"
"448";"~kiki";"Duøo do starzenia siÍ kobiety majπ geny i oczywiúcie wiek w jakim przechodzi menopauzÍ. Na zachodzie teø jest duøo kobiet wyglπdajπcych starzej niø to co w metryce, ale nie koniecznie z braku dba≥oúci o siebie. Tak teø jest w Polsce.";"14†sty†14†12:26";"Liczba g≥osÛw:5";"100%";"0%";"~monitor:";"100%";"#mark"
"449";"~sssss";"ahahahhaaaaaaa zgredÛwo stara, swoje wdziÍki moøesz pokazywaÊ jedynie do kamerki inetrnetowej eksponujπc pomarszczone, albo przet≥uszczone cellitem uda.";"14†sty†14†12:25";"Liczba g≥osÛw:6";"66%";"33%";"~ona stara:";"66%";"#mark"
"450";"~USA";"MOWISZ DO SIEBIE KOMUCHU ? JA WIZY NIE POTRZEBUJE, CHYBA TYLKO DO KRAJOW KOMUNISTYCZNYCH.";"14†sty†14†12:24";"Liczba g≥osÛw:1";"100%";"0%";"~PRL:";"100%";"#mark"
"451";"~mama40";"A moøe wola≥abyú wyglπdaÊ na siostrzyczkÍ?? Bleee...";"14†sty†14†12:24";"Liczba g≥osÛw:2";"50%";"50%";"~wera:";"50%";"#mark"
"452";"~Age 64 :";"Pana Kalisza ,lub towarzysza pamiÍtam z zabawnych sytuacji gdy jako cz≥onek KC PZPR na zjazdach úpiewa≥ ""powstaÒcie ,ktÛrych drÍczy g≥Ûd"" i wstawa≥ grubas. W nowej rzeczywistoúci towarzysz Kalisz ma siÍ dobrze, natomiast g≥Ûd drÍczy tych,ktÛrzy zwalczali Kalisza i jego PZPR.Ot taka skromna refleksja nad losem ludzi.";"14†sty†14†12:19";"Liczba g≥osÛw:1";"100%";"0%";NA;"100%";"#mark"
"453";"~tyle fakty";"Taka piÍÊdziesiπtka nigdy nie bÍdzie wyglπda≥a jak 35-lakta choÊby nie wiem jak dba≥a o siebie. Nie wspomnÍ, øe w szkole úredniej te po piÍÊdziesiπtce to juø babcie i nic tego nie zmieni.";"14†sty†14†12:17";"Liczba g≥osÛw:4";"50%";"50%";"~wera:";"50%";"#mark"
"454";"~kjb :";"lepsze pozne dojrzale macierzynstwo czy ojcostwo niz wczesne pozbawione milosci dla dziecka";"14†sty†14†12:16";"Liczba g≥osÛw:13";"76%";"23%";NA;"76%";"#mark"
"455";"~monitor";"To nie te czasy. Polki rzeczywiúcie wyglπda≥y starzej niø mia≥y przeczyúcicie lat, ale w latach 70- tych i 80- tych i to nie wszystkie.Teraz kiedy od 24 lat Polska jest otwarta na úwiat Polki juø potrafiπ inaczej øyÊ i dbaÊ o siebie";"14†sty†14†12:11";"Liczba g≥osÛw:7";"71%";"28%";"~fred flintstone:";"71%";"#mark"
"456";"~monia :";"foto nr 5, jedno dziecko w japonkach a drugie w úniegowcach........................a matka w dzinsach i botkach, czegoú nie kumam";"14†sty†14†12:11";"Liczba g≥osÛw:0";"0%";"0%";NA;NA;NA
"457";"~a :";"Kalisza nie lubiÍ, ale Ignaú to piÍkne imiÍ.";"14†sty†14†12:11";"Liczba g≥osÛw:1";"0%";"100%";NA;"100%";"#mark"
"458";"~kl";"Nie nauczyli czytaÊ tekstu ze zrozumieniem???!! Poproú dzieci by ci wyt≥umaczy≥y wpis tego faceta nie zrozumia≥eú o co w nim chodzi.";"14†sty†14†12:10";"Liczba g≥osÛw:7";"57%";"42%";"~zygier:";"57%";"#mark"
"459";"~ona stara";"gdybyú mia≥ czym te dzieci robiÊ to byú na necie nie siedzia≥ impotencie";"14†sty†14†12:07";"Liczba g≥osÛw:13";"61%";"38%";"~zygier:";"61%";"#mark"
"460";"~Miki :";"G≥Ûwnie rodzπ siÍ dziewczynki. To dobrze. Nie bÍdzie wojny. Zdrowia, szczÍúcia i radoúci dla rodzicÛw.";"14†sty†14†12:06";"Liczba g≥osÛw:4";"50%";"50%";NA;"50%";"#mark"
"461";"~Precious";"A i zapomnia≥am wspomnieÊ, øe mam nastoletnie rodzeÒstwo :))";"14†sty†14†12:05";"Liczba g≥osÛw:3";"100%";"0%";"~Kinga:";"100%";"#mark"
"462";"~zygier";"Nie pitol babolu, bo dostaniesz uderzenia gorπca. Facet dobrze gada. Pe≥no babek w twoim wieku tzw. øywych mach z tonπ tapety, aby oszukaÊ czas. Czyli z werzchu bajery w úrodku bryndza. StaroúÊ dla kobiety jest jak przekleÒswo.";"14†sty†14†12:04";"Liczba g≥osÛw:12";"33%";"66%";"~ona stara:";"66%";"#mark"
"463";"~Donald";"Ja wolÍ m≥ode nie stare po czterdziestce. W kobiecie tak jak w samochodzie liczy siÍ wiek!!! nie wyszpachlowane stare pud≥o po przebiegu. Jeøeli takie stare lubisz(stare rozkalibrowane, wynaciπgane pudernice) to twoja sprawa. Polki sπ kobietami zadbanymi, jedynie patologia odstaje od tego.";"14†sty†14†12:03";"Liczba g≥osÛw:12";"8%";"91%";"~fred flintstone:";"91%";"#mark"
